Plate_ID,chem_ID,chem_M,cell_line,neg_control,pos_control,well
Plate2,C-1,NA,c2,C-1,C-2,E01
Plate2,O-20,2.375e-07,c2,C-1,C-2,E02
Plate2,O-20,4.75e-07,c2,C-1,C-2,E03
Plate2,O-20,7.125e-07,c2,C-1,C-2,E04
Plate2,O-20,1.425e-06,c2,C-1,C-2,E05
Plate2,O-20,2.613e-06,c2,C-1,C-2,E06
Plate2,O-20,4.513e-06,c2,C-1,C-2,E07
Plate2,O-20,8.075e-06,c2,C-1,C-2,E08
Plate2,O-20,1.473e-05,c2,C-1,C-2,E09
Plate2,O-20,2.684e-05,c2,C-1,C-2,E10
Plate2,O-20,4.869e-05,c2,C-1,C-2,E11
Plate2,C-1,NA,c2,C-1,C-2,E12
Plate2,O-20,2.375e-07,c2,C-1,C-2,E13
Plate2,O-20,4.75e-07,c2,C-1,C-2,E14
Plate2,O-20,7.125e-07,c2,C-1,C-2,E15
Plate2,O-20,1.425e-06,c2,C-1,C-2,E16
Plate2,O-20,2.613e-06,c2,C-1,C-2,E17
Plate2,O-20,4.513e-06,c2,C-1,C-2,E18
Plate2,O-20,8.075e-06,c2,C-1,C-2,E19
Plate2,O-20,1.473e-05,c2,C-1,C-2,E20
Plate2,O-20,2.684e-05,c2,C-1,C-2,E21
Plate2,O-20,4.869e-05,c2,C-1,C-2,E22
Plate2,C-1,NA,c2,C-1,C-2,E23
Plate2,C-1,NA,c2,C-1,C-2,E24
Plate2,C-1,NA,c2,C-1,C-2,F01
Plate2,O-63,2.375e-07,c2,C-1,C-2,F02
Plate2,O-63,4.75e-07,c2,C-1,C-2,F03
Plate2,O-63,7.125e-07,c2,C-1,C-2,F04
Plate2,O-63,1.425e-06,c2,C-1,C-2,F05
Plate2,O-63,2.613e-06,c2,C-1,C-2,F06
Plate2,O-63,4.513e-06,c2,C-1,C-2,F07
Plate2,O-63,8.075e-06,c2,C-1,C-2,F08
Plate2,O-63,1.473e-05,c2,C-1,C-2,F09
Plate2,O-63,2.684e-05,c2,C-1,C-2,F10
Plate2,O-63,4.869e-05,c2,C-1,C-2,F11
Plate2,C-1,NA,c2,C-1,C-2,F12
Plate2,O-63,2.375e-07,c2,C-1,C-2,F13
Plate2,O-63,4.75e-07,c2,C-1,C-2,F14
Plate2,O-63,7.125e-07,c2,C-1,C-2,F15
Plate2,O-63,1.425e-06,c2,C-1,C-2,F16
Plate2,O-63,2.613e-06,c2,C-1,C-2,F17
Plate2,O-63,4.513e-06,c2,C-1,C-2,F18
Plate2,O-63,8.075e-06,c2,C-1,C-2,F19
Plate2,O-63,1.473e-05,c2,C-1,C-2,F20
Plate2,O-63,2.684e-05,c2,C-1,C-2,F21
Plate2,O-63,4.869e-05,c2,C-1,C-2,F22
Plate2,C-1,NA,c2,C-1,C-2,F23
Plate2,C-1,NA,c2,C-1,C-2,F24
Plate2,C-1,NA,c2,C-1,C-2,G01
Plate2,O-93,2.375e-07,c2,C-1,C-2,G02
Plate2,O-93,4.75e-07,c2,C-1,C-2,G03
Plate2,O-93,7.125e-07,c2,C-1,C-2,G04
Plate2,O-93,1.425e-06,c2,C-1,C-2,G05
Plate2,O-93,2.613e-06,c2,C-1,C-2,G06
Plate2,O-93,4.513e-06,c2,C-1,C-2,G07
Plate2,O-93,8.075e-06,c2,C-1,C-2,G08
Plate2,O-93,1.473e-05,c2,C-1,C-2,G09
Plate2,O-93,2.684e-05,c2,C-1,C-2,G10
Plate2,O-93,4.869e-05,c2,C-1,C-2,G11
Plate2,C-1,NA,c2,C-1,C-2,G12
Plate2,O-93,2.375e-07,c2,C-1,C-2,G13
Plate2,O-93,4.75e-07,c2,C-1,C-2,G14
Plate2,O-93,7.125e-07,c2,C-1,C-2,G15
Plate2,O-93,1.425e-06,c2,C-1,C-2,G16
Plate2,O-93,2.613e-06,c2,C-1,C-2,G17
Plate2,O-93,4.513e-06,c2,C-1,C-2,G18
Plate2,O-93,8.075e-06,c2,C-1,C-2,G19
Plate2,O-93,1.473e-05,c2,C-1,C-2,G20
Plate2,O-93,2.684e-05,c2,C-1,C-2,G21
Plate2,O-93,4.869e-05,c2,C-1,C-2,G22
Plate2,C-1,NA,c2,C-1,C-2,G23
Plate2,C-1,NA,c2,C-1,C-2,G24
Plate2,C-1,NA,c2,C-1,C-2,H01
Plate2,O-32,2.375e-07,c2,C-1,C-2,H02
Plate2,O-32,4.75e-07,c2,C-1,C-2,H03
Plate2,O-32,7.125e-07,c2,C-1,C-2,H04
Plate2,O-32,1.425e-06,c2,C-1,C-2,H05
Plate2,O-32,2.613e-06,c2,C-1,C-2,H06
Plate2,O-32,4.513e-06,c2,C-1,C-2,H07
Plate2,O-32,8.075e-06,c2,C-1,C-2,H08
Plate2,O-32,1.473e-05,c2,C-1,C-2,H09
Plate2,O-32,2.684e-05,c2,C-1,C-2,H10
Plate2,O-32,4.869e-05,c2,C-1,C-2,H11
Plate2,C-1,NA,c2,C-1,C-2,H12
Plate2,O-32,2.375e-07,c2,C-1,C-2,H13
Plate2,O-32,4.75e-07,c2,C-1,C-2,H14
Plate2,O-32,7.125e-07,c2,C-1,C-2,H15
Plate2,O-32,1.425e-06,c2,C-1,C-2,H16
Plate2,O-32,2.613e-06,c2,C-1,C-2,H17
Plate2,O-32,4.513e-06,c2,C-1,C-2,H18
Plate2,O-32,8.075e-06,c2,C-1,C-2,H19
Plate2,O-32,1.473e-05,c2,C-1,C-2,H20
Plate2,O-32,2.684e-05,c2,C-1,C-2,H21
Plate2,O-32,4.869e-05,c2,C-1,C-2,H22
Plate2,C-1,NA,c2,C-1,C-2,H23
Plate2,C-1,NA,c2,C-1,C-2,H24
Plate2,C-1,NA,c2,C-1,C-2,I01
Plate2,O-39,2.375e-07,c2,C-1,C-2,I02
Plate2,O-39,4.75e-07,c2,C-1,C-2,I03
Plate2,O-39,7.125e-07,c2,C-1,C-2,I04
Plate2,O-39,1.425e-06,c2,C-1,C-2,I05
Plate2,O-39,2.613e-06,c2,C-1,C-2,I06
Plate2,O-39,4.513e-06,c2,C-1,C-2,I07
Plate2,O-39,8.075e-06,c2,C-1,C-2,I08
Plate2,O-39,1.473e-05,c2,C-1,C-2,I09
Plate2,O-39,2.684e-05,c2,C-1,C-2,I10
Plate2,O-39,4.869e-05,c2,C-1,C-2,I11
Plate2,C-1,NA,c2,C-1,C-2,I12
Plate2,O-39,2.375e-07,c2,C-1,C-2,I13
Plate2,O-39,4.75e-07,c2,C-1,C-2,I14
Plate2,O-39,7.125e-07,c2,C-1,C-2,I15
Plate2,O-39,1.425e-06,c2,C-1,C-2,I16
Plate2,O-39,2.613e-06,c2,C-1,C-2,I17
Plate2,O-39,4.513e-06,c2,C-1,C-2,I18
Plate2,O-39,8.075e-06,c2,C-1,C-2,I19
Plate2,O-39,1.473e-05,c2,C-1,C-2,I20
Plate2,O-39,2.684e-05,c2,C-1,C-2,I21
Plate2,O-39,4.869e-05,c2,C-1,C-2,I22
Plate2,C-1,NA,c2,C-1,C-2,I23
Plate2,C-1,NA,c2,C-1,C-2,I24
Plate2,C-1,NA,c2,C-1,C-2,J01
Plate2,O-59,2.375e-07,c2,C-1,C-2,J02
Plate2,O-59,4.75e-07,c2,C-1,C-2,J03
Plate2,O-59,7.125e-07,c2,C-1,C-2,J04
Plate2,O-59,1.425e-06,c2,C-1,C-2,J05
Plate2,O-59,2.613e-06,c2,C-1,C-2,J06
Plate2,O-59,4.513e-06,c2,C-1,C-2,J07
Plate2,O-59,8.075e-06,c2,C-1,C-2,J08
Plate2,O-59,1.473e-05,c2,C-1,C-2,J09
Plate2,O-59,2.684e-05,c2,C-1,C-2,J10
Plate2,O-59,4.869e-05,c2,C-1,C-2,J11
Plate2,C-1,NA,c2,C-1,C-2,J12
Plate2,O-59,2.375e-07,c2,C-1,C-2,J13
Plate2,O-59,4.75e-07,c2,C-1,C-2,J14
Plate2,O-59,7.125e-07,c2,C-1,C-2,J15
Plate2,O-59,1.425e-06,c2,C-1,C-2,J16
Plate2,O-59,2.613e-06,c2,C-1,C-2,J17
Plate2,O-59,4.513e-06,c2,C-1,C-2,J18
Plate2,O-59,8.075e-06,c2,C-1,C-2,J19
Plate2,O-59,1.473e-05,c2,C-1,C-2,J20
Plate2,O-59,2.684e-05,c2,C-1,C-2,J21
Plate2,O-59,4.869e-05,c2,C-1,C-2,J22
Plate2,C-1,NA,c2,C-1,C-2,J23
Plate2,C-1,NA,c2,C-1,C-2,J24
Plate2,C-1,NA,c2,C-1,C-2,K01
Plate2,O-22,2.375e-07,c2,C-1,C-2,K02
Plate2,O-22,4.75e-07,c2,C-1,C-2,K03
Plate2,O-22,7.125e-07,c2,C-1,C-2,K04
Plate2,O-22,1.425e-06,c2,C-1,C-2,K05
Plate2,O-22,2.613e-06,c2,C-1,C-2,K06
Plate2,O-22,4.513e-06,c2,C-1,C-2,K07
Plate2,O-22,8.075e-06,c2,C-1,C-2,K08
Plate2,O-22,1.473e-05,c2,C-1,C-2,K09
Plate2,O-22,2.684e-05,c2,C-1,C-2,K10
Plate2,O-22,4.869e-05,c2,C-1,C-2,K11
Plate2,C-1,NA,c2,C-1,C-2,K12
Plate2,O-22,2.375e-07,c2,C-1,C-2,K13
Plate2,O-22,4.75e-07,c2,C-1,C-2,K14
Plate2,O-22,7.125e-07,c2,C-1,C-2,K15
Plate2,O-22,1.425e-06,c2,C-1,C-2,K16
Plate2,O-22,2.613e-06,c2,C-1,C-2,K17
Plate2,O-22,4.513e-06,c2,C-1,C-2,K18
Plate2,O-22,8.075e-06,c2,C-1,C-2,K19
Plate2,O-22,1.473e-05,c2,C-1,C-2,K20
Plate2,O-22,2.684e-05,c2,C-1,C-2,K21
Plate2,O-22,4.869e-05,c2,C-1,C-2,K22
Plate2,C-1,NA,c2,C-1,C-2,K23
Plate2,C-1,NA,c2,C-1,C-2,K24
Plate2,C-1,NA,c2,C-1,C-2,L01
Plate2,O-95,2.375e-07,c2,C-1,C-2,L02
Plate2,O-95,4.75e-07,c2,C-1,C-2,L03
Plate2,O-95,7.125e-07,c2,C-1,C-2,L04
Plate2,O-95,1.425e-06,c2,C-1,C-2,L05
Plate2,O-95,2.613e-06,c2,C-1,C-2,L06
Plate2,O-95,4.513e-06,c2,C-1,C-2,L07
Plate2,O-95,8.075e-06,c2,C-1,C-2,L08
Plate2,O-95,1.473e-05,c2,C-1,C-2,L09
Plate2,O-95,2.684e-05,c2,C-1,C-2,L10
Plate2,O-95,4.869e-05,c2,C-1,C-2,L11
Plate2,C-1,NA,c2,C-1,C-2,L12
Plate2,O-95,2.375e-07,c2,C-1,C-2,L13
Plate2,O-95,4.75e-07,c2,C-1,C-2,L14
Plate2,O-95,7.125e-07,c2,C-1,C-2,L15
Plate2,O-95,1.425e-06,c2,C-1,C-2,L16
Plate2,O-95,2.613e-06,c2,C-1,C-2,L17
Plate2,O-95,4.513e-06,c2,C-1,C-2,L18
Plate2,O-95,8.075e-06,c2,C-1,C-2,L19
Plate2,O-95,1.473e-05,c2,C-1,C-2,L20
Plate2,O-95,2.684e-05,c2,C-1,C-2,L21
Plate2,O-95,4.869e-05,c2,C-1,C-2,L22
Plate2,C-1,NA,c2,C-1,C-2,L23
Plate2,C-1,NA,c2,C-1,C-2,L24
Plate2,C-1,NA,c2,C-1,C-2,M01
Plate2,C-2,9.831e-06,c2,C-1,C-2,M02
Plate2,C-2,5.797e-06,c2,C-1,C-2,M03
Plate2,C-2,3.458e-06,c2,C-1,C-2,M04
Plate2,C-2,2.068e-06,c2,C-1,C-2,M05
Plate2,C-2,1.22e-06,c2,C-1,C-2,M06
Plate2,C-2,7.458e-07,c2,C-1,C-2,M07
Plate2,C-2,4.407e-07,c2,C-1,C-2,M08
Plate2,C-2,2.712e-07,c2,C-1,C-2,M09
Plate2,C-2,1.695e-07,c2,C-1,C-2,M10
Plate2,C-2,1.017e-07,c2,C-1,C-2,M11
Plate2,C-1,NA,c2,C-1,C-2,M12
Plate2,C-2,9.831e-06,c2,C-1,C-2,M13
Plate2,C-2,5.797e-06,c2,C-1,C-2,M14
Plate2,C-2,3.458e-06,c2,C-1,C-2,M15
Plate2,C-2,2.068e-06,c2,C-1,C-2,M16
Plate2,C-2,1.22e-06,c2,C-1,C-2,M17
Plate2,C-2,7.458e-07,c2,C-1,C-2,M18
Plate2,C-2,4.407e-07,c2,C-1,C-2,M19
Plate2,C-2,2.712e-07,c2,C-1,C-2,M20
Plate2,C-2,1.695e-07,c2,C-1,C-2,M21
Plate2,C-2,1.017e-07,c2,C-1,C-2,M22
Plate2,C-1,NA,c2,C-1,C-2,M23
Plate2,C-1,NA,c2,C-1,C-2,M24
Plate2,C-1,NA,c2,C-1,C-2,N01
Plate2,C-3,4.869e-05,c2,C-1,C-2,N02
Plate2,C-3,2.684e-05,c2,C-1,C-2,N03
Plate2,C-3,1.473e-05,c2,C-1,C-2,N04
Plate2,C-3,8.075e-06,c2,C-1,C-2,N05
Plate2,C-3,4.513e-06,c2,C-1,C-2,N06
Plate2,C-3,2.613e-06,c2,C-1,C-2,N07
Plate2,C-3,1.425e-06,c2,C-1,C-2,N08
Plate2,C-3,7.125e-07,c2,C-1,C-2,N09
Plate2,C-3,4.75e-07,c2,C-1,C-2,N10
Plate2,C-3,2.375e-07,c2,C-1,C-2,N11
Plate2,C-1,NA,c2,C-1,C-2,N12
Plate2,C-3,4.869e-05,c2,C-1,C-2,N13
Plate2,C-3,2.684e-05,c2,C-1,C-2,N14
Plate2,C-3,1.473e-05,c2,C-1,C-2,N15
Plate2,C-3,8.075e-06,c2,C-1,C-2,N16
Plate2,C-3,4.513e-06,c2,C-1,C-2,N17
Plate2,C-3,2.613e-06,c2,C-1,C-2,N18
Plate2,C-3,1.425e-06,c2,C-1,C-2,N19
Plate2,C-3,7.125e-07,c2,C-1,C-2,N20
Plate2,C-3,4.75e-07,c2,C-1,C-2,N21
Plate2,C-3,2.375e-07,c2,C-1,C-2,N22
Plate2,C-1,NA,c2,C-1,C-2,N23
Plate2,C-1,NA,c2,C-1,C-2,N24
Plate2,C-1,NA,c2,C-1,C-2,O01
Plate2,C-4,4.873e-05,c2,C-1,C-2,O02
Plate2,C-4,2.425e-05,c2,C-1,C-2,O03
Plate2,C-4,1.201e-05,c2,C-1,C-2,O04
Plate2,C-4,5.893e-06,c2,C-1,C-2,O05
Plate2,C-4,2.946e-06,c2,C-1,C-2,O06
Plate2,C-4,1.587e-06,c2,C-1,C-2,O07
Plate2,C-4,6.8e-07,c2,C-1,C-2,O08
Plate2,C-4,4.533e-07,c2,C-1,C-2,O09
Plate2,C-4,2.267e-07,c2,C-1,C-2,O10
Plate2,C-4,1.137e-07,c2,C-1,C-2,O11
Plate2,C-1,NA,c2,C-1,C-2,O12
Plate2,C-4,4.873e-05,c2,C-1,C-2,O13
Plate2,C-4,2.425e-05,c2,C-1,C-2,O14
Plate2,C-4,1.201e-05,c2,C-1,C-2,O15
Plate2,C-4,5.893e-06,c2,C-1,C-2,O16
Plate2,C-4,2.946e-06,c2,C-1,C-2,O17
Plate2,C-4,1.587e-06,c2,C-1,C-2,O18
Plate2,C-4,6.8e-07,c2,C-1,C-2,O19
Plate2,C-4,4.533e-07,c2,C-1,C-2,O20
Plate2,C-4,2.267e-07,c2,C-1,C-2,O21
Plate2,C-4,1.137e-07,c2,C-1,C-2,O22
Plate2,C-1,NA,c2,C-1,C-2,O23
Plate2,C-1,NA,c2,C-1,C-2,O24
Plate2,C-1,NA,c2,C-1,C-2,P01
Plate2,C-1,NA,c2,C-1,C-2,P02
Plate2,C-1,NA,c2,C-1,C-2,P03
Plate2,C-1,NA,c2,C-1,C-2,P04
Plate2,C-1,NA,c2,C-1,C-2,P05
Plate2,C-1,NA,c2,C-1,C-2,P06
Plate2,C-1,NA,c2,C-1,C-2,P07
Plate2,C-1,NA,c2,C-1,C-2,P08
Plate2,C-1,NA,c2,C-1,C-2,P09
Plate2,C-1,NA,c2,C-1,C-2,P10
Plate2,C-1,NA,c2,C-1,C-2,P11
Plate2,C-1,NA,c2,C-1,C-2,P12
Plate2,C-1,NA,c2,C-1,C-2,P13
Plate2,C-1,NA,c2,C-1,C-2,P14
Plate2,C-1,NA,c2,C-1,C-2,P15
Plate2,C-1,NA,c2,C-1,C-2,P16
Plate2,C-1,NA,c2,C-1,C-2,P17
Plate2,C-1,NA,c2,C-1,C-2,P18
Plate2,C-1,NA,c2,C-1,C-2,P19
Plate2,C-1,NA,c2,C-1,C-2,P20
Plate2,C-1,NA,c2,C-1,C-2,P21
Plate2,C-1,NA,c2,C-1,C-2,P22
Plate2,C-1,NA,c2,C-1,C-2,P23
Plate2,C-1,NA,c2,C-1,C-2,P24
