plate,channel,row,col,value,Plate_ID,chem_ID,chem_M,cell_line,neg_control,pos_control,well
Plate 2,Label2,13,19,785,Plate2,C-2,4.407e-07,c2,C-1,C-2,M19
Plate 2,Label2,13,20,565,Plate2,C-2,2.712e-07,c2,C-1,C-2,M20
Plate 2,Label2,13,21,545,Plate2,C-2,1.695e-07,c2,C-1,C-2,M21
Plate 2,Label2,13,22,395,Plate2,C-2,1.017e-07,c2,C-1,C-2,M22
Plate 2,Label2,13,23,480,Plate2,C-1,NA,c2,C-1,C-2,M23
Plate 2,Label2,13,24,290,Plate2,C-1,NA,c2,C-1,C-2,M24
Plate 2,Label2,14,1,455,Plate2,C-1,NA,c2,C-1,C-2,N01
Plate 2,Label2,14,2,1280,Plate2,C-3,4.869e-05,c2,C-1,C-2,N02
Plate 2,Label2,14,3,1080,Plate2,C-3,2.684e-05,c2,C-1,C-2,N03
Plate 2,Label2,14,4,490,Plate2,C-3,1.473e-05,c2,C-1,C-2,N04
Plate 2,Label2,14,5,570,Plate2,C-3,8.075e-06,c2,C-1,C-2,N05
Plate 2,Label2,14,6,635,Plate2,C-3,4.513e-06,c2,C-1,C-2,N06
Plate 2,Label2,14,7,370,Plate2,C-3,2.613e-06,c2,C-1,C-2,N07
Plate 2,Label2,14,8,420,Plate2,C-3,1.425e-06,c2,C-1,C-2,N08
Plate 2,Label2,14,9,445,Plate2,C-3,7.125e-07,c2,C-1,C-2,N09
Plate 2,Label2,14,10,300,Plate2,C-3,4.75e-07,c2,C-1,C-2,N10
Plate 2,Label2,14,11,430,Plate2,C-3,2.375e-07,c2,C-1,C-2,N11
Plate 2,Label2,14,12,360,Plate2,C-1,NA,c2,C-1,C-2,N12
Plate 2,Label2,14,13,2010,Plate2,C-3,4.869e-05,c2,C-1,C-2,N13
Plate 2,Label2,14,14,905,Plate2,C-3,2.684e-05,c2,C-1,C-2,N14
Plate 2,Label2,14,15,410,Plate2,C-3,1.473e-05,c2,C-1,C-2,N15
Plate 2,Label2,14,16,570,Plate2,C-3,8.075e-06,c2,C-1,C-2,N16
Plate 2,Label2,14,17,355,Plate2,C-3,4.513e-06,c2,C-1,C-2,N17
Plate 2,Label2,14,18,470,Plate2,C-3,2.613e-06,c2,C-1,C-2,N18
Plate 2,Label2,14,19,345,Plate2,C-3,1.425e-06,c2,C-1,C-2,N19
Plate 2,Label2,14,20,390,Plate2,C-3,7.125e-07,c2,C-1,C-2,N20
Plate 2,Label2,14,21,310,Plate2,C-3,4.75e-07,c2,C-1,C-2,N21
Plate 2,Label2,14,22,455,Plate2,C-3,2.375e-07,c2,C-1,C-2,N22
Plate 2,Label2,14,23,495,Plate2,C-1,NA,c2,C-1,C-2,N23
Plate 2,Label2,14,24,305,Plate2,C-1,NA,c2,C-1,C-2,N24
Plate 2,Label2,15,1,415,Plate2,C-1,NA,c2,C-1,C-2,O01
Plate 2,Label2,15,2,490,Plate2,C-4,4.873e-05,c2,C-1,C-2,O02
Plate 2,Label2,15,3,535,Plate2,C-4,2.425e-05,c2,C-1,C-2,O03
Plate 2,Label2,15,4,420,Plate2,C-4,1.201e-05,c2,C-1,C-2,O04
Plate 2,Label2,15,5,530,Plate2,C-4,5.893e-06,c2,C-1,C-2,O05
Plate 2,Label2,15,6,680,Plate2,C-4,2.946e-06,c2,C-1,C-2,O06
Plate 2,Label2,15,7,425,Plate2,C-4,1.587e-06,c2,C-1,C-2,O07
Plate 2,Label2,15,8,545,Plate2,C-4,6.8e-07,c2,C-1,C-2,O08
Plate 2,Label2,15,9,430,Plate2,C-4,4.533e-07,c2,C-1,C-2,O09
Plate 2,Label2,15,10,310,Plate2,C-4,2.267e-07,c2,C-1,C-2,O10
Plate 2,Label2,15,11,345,Plate2,C-4,1.137e-07,c2,C-1,C-2,O11
Plate 2,Label2,15,12,375,Plate2,C-1,NA,c2,C-1,C-2,O12
Plate 2,Label2,15,13,445,Plate2,C-4,4.873e-05,c2,C-1,C-2,O13
Plate 2,Label2,15,14,465,Plate2,C-4,2.425e-05,c2,C-1,C-2,O14
Plate 2,Label2,15,15,460,Plate2,C-4,1.201e-05,c2,C-1,C-2,O15
Plate 2,Label2,15,16,405,Plate2,C-4,5.893e-06,c2,C-1,C-2,O16
Plate 2,Label2,15,17,430,Plate2,C-4,2.946e-06,c2,C-1,C-2,O17
Plate 2,Label2,15,18,420,Plate2,C-4,1.587e-06,c2,C-1,C-2,O18
Plate 2,Label2,15,19,395,Plate2,C-4,6.8e-07,c2,C-1,C-2,O19
Plate 2,Label2,15,20,465,Plate2,C-4,4.533e-07,c2,C-1,C-2,O20
Plate 2,Label2,15,21,515,Plate2,C-4,2.267e-07,c2,C-1,C-2,O21
Plate 2,Label2,15,22,365,Plate2,C-4,1.137e-07,c2,C-1,C-2,O22
Plate 2,Label2,15,23,460,Plate2,C-1,NA,c2,C-1,C-2,O23
Plate 2,Label2,15,24,380,Plate2,C-1,NA,c2,C-1,C-2,O24
Plate 2,Label2,16,1,485,Plate2,C-1,NA,c2,C-1,C-2,P01
Plate 2,Label2,16,2,310,Plate2,C-1,NA,c2,C-1,C-2,P02
Plate 2,Label2,16,3,475,Plate2,C-1,NA,c2,C-1,C-2,P03
Plate 2,Label2,16,4,370,Plate2,C-1,NA,c2,C-1,C-2,P04
Plate 2,Label2,16,5,220,Plate2,C-1,NA,c2,C-1,C-2,P05
Plate 2,Label2,16,6,335,Plate2,C-1,NA,c2,C-1,C-2,P06
Plate 2,Label2,16,7,320,Plate2,C-1,NA,c2,C-1,C-2,P07
Plate 2,Label2,16,8,355,Plate2,C-1,NA,c2,C-1,C-2,P08
Plate 2,Label2,16,9,220,Plate2,C-1,NA,c2,C-1,C-2,P09
Plate 2,Label2,16,10,395,Plate2,C-1,NA,c2,C-1,C-2,P10
Plate 2,Label2,16,11,310,Plate2,C-1,NA,c2,C-1,C-2,P11
Plate 2,Label2,16,12,240,Plate2,C-1,NA,c2,C-1,C-2,P12
Plate 2,Label2,16,13,340,Plate2,C-1,NA,c2,C-1,C-2,P13
Plate 2,Label2,16,14,350,Plate2,C-1,NA,c2,C-1,C-2,P14
Plate 2,Label2,16,15,250,Plate2,C-1,NA,c2,C-1,C-2,P15
Plate 2,Label2,16,16,265,Plate2,C-1,NA,c2,C-1,C-2,P16
Plate 2,Label2,16,17,325,Plate2,C-1,NA,c2,C-1,C-2,P17
Plate 2,Label2,16,18,405,Plate2,C-1,NA,c2,C-1,C-2,P18
Plate 2,Label2,16,19,430,Plate2,C-1,NA,c2,C-1,C-2,P19
Plate 2,Label2,16,20,320,Plate2,C-1,NA,c2,C-1,C-2,P20
Plate 2,Label2,16,21,265,Plate2,C-1,NA,c2,C-1,C-2,P21
Plate 2,Label2,16,22,400,Plate2,C-1,NA,c2,C-1,C-2,P22
Plate 2,Label2,16,23,320,Plate2,C-1,NA,c2,C-1,C-2,P23
Plate 2,Label2,16,24,275,Plate2,C-1,NA,c2,C-1,C-2,P24
Plate 1,Label2,1,1,655,Plate1,C-1,NA,c2,C-1,C-2,A01
Plate 1,Label2,1,2,440,Plate1,C-1,NA,c2,C-1,C-2,A02
Plate 1,Label2,1,3,420,Plate1,C-1,NA,c2,C-1,C-2,A03
Plate 1,Label2,1,4,330,Plate1,C-1,NA,c2,C-1,C-2,A04
Plate 1,Label2,1,5,275,Plate1,C-1,NA,c2,C-1,C-2,A05
Plate 1,Label2,1,6,535,Plate1,C-1,NA,c2,C-1,C-2,A06
Plate 1,Label2,1,7,305,Plate1,C-1,NA,c2,C-1,C-2,A07
Plate 1,Label2,1,8,275,Plate1,C-1,NA,c2,C-1,C-2,A08
Plate 1,Label2,1,9,475,Plate1,C-1,NA,c2,C-1,C-2,A09
Plate 1,Label2,1,10,460,Plate1,C-1,NA,c2,C-1,C-2,A10
Plate 1,Label2,1,11,490,Plate1,C-1,NA,c2,C-1,C-2,A11
Plate 1,Label2,1,12,395,Plate1,C-1,NA,c2,C-1,C-2,A12
Plate 1,Label2,1,13,360,Plate1,C-1,NA,c2,C-1,C-2,A13
Plate 1,Label2,1,14,490,Plate1,C-1,NA,c2,C-1,C-2,A14
Plate 1,Label2,1,15,390,Plate1,C-1,NA,c2,C-1,C-2,A15
Plate 1,Label2,1,16,355,Plate1,C-1,NA,c2,C-1,C-2,A16
Plate 1,Label2,1,17,285,Plate1,C-1,NA,c2,C-1,C-2,A17
Plate 1,Label2,1,18,230,Plate1,C-1,NA,c2,C-1,C-2,A18
Plate 1,Label2,1,19,350,Plate1,C-1,NA,c2,C-1,C-2,A19
Plate 1,Label2,1,20,380,Plate1,C-1,NA,c2,C-1,C-2,A20
Plate 1,Label2,1,21,400,Plate1,C-1,NA,c2,C-1,C-2,A21
Plate 1,Label2,1,22,435,Plate1,C-1,NA,c2,C-1,C-2,A22
Plate 1,Label2,1,23,275,Plate1,C-1,NA,c2,C-1,C-2,A23
Plate 1,Label2,1,24,350,Plate1,C-1,NA,c2,C-1,C-2,A24
Plate 1,Label2,2,1,445,Plate1,C-1,NA,c2,C-1,C-2,B01
Plate 1,Label2,2,2,530,Plate1,O-44,2.375e-07,c2,C-1,C-2,B02
Plate 1,Label2,2,3,505,Plate1,O-44,4.75e-07,c2,C-1,C-2,B03
Plate 1,Label2,2,4,400,Plate1,O-44,7.125e-07,c2,C-1,C-2,B04
Plate 1,Label2,2,5,525,Plate1,O-44,1.425e-06,c2,C-1,C-2,B05
Plate 1,Label2,2,6,530,Plate1,O-44,2.613e-06,c2,C-1,C-2,B06
Plate 1,Label2,2,7,640,Plate1,O-44,4.513e-06,c2,C-1,C-2,B07
Plate 1,Label2,2,8,690,Plate1,O-44,8.075e-06,c2,C-1,C-2,B08
Plate 1,Label2,2,9,790,Plate1,O-44,1.473e-05,c2,C-1,C-2,B09
Plate 1,Label2,2,10,980,Plate1,O-44,2.684e-05,c2,C-1,C-2,B10
Plate 1,Label2,2,11,1765,Plate1,O-44,4.869e-05,c2,C-1,C-2,B11
Plate 1,Label2,2,12,440,Plate1,C-1,NA,c2,C-1,C-2,B12
Plate 1,Label2,2,13,455,Plate1,O-44,2.375e-07,c2,C-1,C-2,B13
Plate 1,Label2,2,14,620,Plate1,O-44,4.75e-07,c2,C-1,C-2,B14
Plate 1,Label2,2,15,565,Plate1,O-44,7.125e-07,c2,C-1,C-2,B15
Plate 1,Label2,2,16,435,Plate1,O-44,1.425e-06,c2,C-1,C-2,B16
Plate 1,Label2,2,17,500,Plate1,O-44,2.613e-06,c2,C-1,C-2,B17
Plate 1,Label2,2,18,645,Plate1,O-44,4.513e-06,c2,C-1,C-2,B18
Plate 1,Label2,2,19,650,Plate1,O-44,8.075e-06,c2,C-1,C-2,B19
Plate 1,Label2,2,20,745,Plate1,O-44,1.473e-05,c2,C-1,C-2,B20
Plate 1,Label2,2,21,895,Plate1,O-44,2.684e-05,c2,C-1,C-2,B21
Plate 1,Label2,2,22,1310,Plate1,O-44,4.869e-05,c2,C-1,C-2,B22
Plate 1,Label2,2,23,485,Plate1,C-1,NA,c2,C-1,C-2,B23
Plate 1,Label2,2,24,315,Plate1,C-1,NA,c2,C-1,C-2,B24
Plate 1,Label2,3,1,475,Plate1,C-1,NA,c2,C-1,C-2,C01
Plate 1,Label2,3,2,655,Plate1,O-70,2.375e-07,c2,C-1,C-2,C02
Plate 1,Label2,3,3,645,Plate1,O-70,4.75e-07,c2,C-1,C-2,C03
Plate 1,Label2,3,4,645,Plate1,O-70,7.125e-07,c2,C-1,C-2,C04
Plate 1,Label2,3,5,585,Plate1,O-70,1.425e-06,c2,C-1,C-2,C05
Plate 1,Label2,3,6,580,Plate1,O-70,2.613e-06,c2,C-1,C-2,C06
Plate 1,Label2,3,7,695,Plate1,O-70,4.513e-06,c2,C-1,C-2,C07
Plate 1,Label2,3,8,675,Plate1,O-70,8.075e-06,c2,C-1,C-2,C08
Plate 1,Label2,3,9,725,Plate1,O-70,1.473e-05,c2,C-1,C-2,C09
Plate 1,Label2,3,10,1015,Plate1,O-70,2.684e-05,c2,C-1,C-2,C10
Plate 1,Label2,3,11,1140,Plate1,O-70,4.869e-05,c2,C-1,C-2,C11
Plate 1,Label2,3,12,550,Plate1,C-1,NA,c2,C-1,C-2,C12
Plate 1,Label2,3,13,515,Plate1,O-70,2.375e-07,c2,C-1,C-2,C13
Plate 1,Label2,3,14,520,Plate1,O-70,4.75e-07,c2,C-1,C-2,C14
Plate 1,Label2,3,15,400,Plate1,O-70,7.125e-07,c2,C-1,C-2,C15
Plate 1,Label2,3,16,705,Plate1,O-70,1.425e-06,c2,C-1,C-2,C16
Plate 1,Label2,3,17,580,Plate1,O-70,2.613e-06,c2,C-1,C-2,C17
Plate 1,Label2,3,18,525,Plate1,O-70,4.513e-06,c2,C-1,C-2,C18
Plate 1,Label2,3,19,755,Plate1,O-70,8.075e-06,c2,C-1,C-2,C19
Plate 1,Label2,3,20,615,Plate1,O-70,1.473e-05,c2,C-1,C-2,C20
Plate 1,Label2,3,21,970,Plate1,O-70,2.684e-05,c2,C-1,C-2,C21
Plate 1,Label2,3,22,1185,Plate1,O-70,4.869e-05,c2,C-1,C-2,C22
Plate 1,Label2,3,23,365,Plate1,C-1,NA,c2,C-1,C-2,C23
Plate 1,Label2,3,24,315,Plate1,C-1,NA,c2,C-1,C-2,C24
Plate 1,Label2,4,1,385,Plate1,C-1,NA,c2,C-1,C-2,D01
Plate 1,Label2,4,2,630,Plate1,O-20,2.375e-07,c2,C-1,C-2,D02
Plate 1,Label2,4,3,580,Plate1,O-20,4.75e-07,c2,C-1,C-2,D03
Plate 1,Label2,4,4,425,Plate1,O-20,7.125e-07,c2,C-1,C-2,D04
Plate 1,Label2,4,5,565,Plate1,O-20,1.425e-06,c2,C-1,C-2,D05
Plate 1,Label2,4,6,440,Plate1,O-20,2.613e-06,c2,C-1,C-2,D06
Plate 1,Label2,4,7,575,Plate1,O-20,4.513e-06,c2,C-1,C-2,D07
Plate 1,Label2,4,8,695,Plate1,O-20,8.075e-06,c2,C-1,C-2,D08
Plate 1,Label2,4,9,390,Plate1,O-20,1.473e-05,c2,C-1,C-2,D09
Plate 1,Label2,4,10,740,Plate1,O-20,2.684e-05,c2,C-1,C-2,D10
Plate 1,Label2,4,11,650,Plate1,O-20,4.869e-05,c2,C-1,C-2,D11
Plate 1,Label2,4,12,515,Plate1,C-1,NA,c2,C-1,C-2,D12
Plate 1,Label2,4,13,425,Plate1,O-20,2.375e-07,c2,C-1,C-2,D13
Plate 1,Label2,4,14,520,Plate1,O-20,4.75e-07,c2,C-1,C-2,D14
Plate 1,Label2,4,15,645,Plate1,O-20,7.125e-07,c2,C-1,C-2,D15
Plate 1,Label2,4,16,480,Plate1,O-20,1.425e-06,c2,C-1,C-2,D16
Plate 1,Label2,4,17,535,Plate1,O-20,2.613e-06,c2,C-1,C-2,D17
Plate 1,Label2,4,18,445,Plate1,O-20,4.513e-06,c2,C-1,C-2,D18
Plate 1,Label2,4,19,580,Plate1,O-20,8.075e-06,c2,C-1,C-2,D19
Plate 1,Label2,4,20,605,Plate1,O-20,1.473e-05,c2,C-1,C-2,D20
Plate 1,Label2,4,21,525,Plate1,O-20,2.684e-05,c2,C-1,C-2,D21
Plate 1,Label2,4,22,590,Plate1,O-20,4.869e-05,c2,C-1,C-2,D22
Plate 1,Label2,4,23,465,Plate1,C-1,NA,c2,C-1,C-2,D23
Plate 1,Label2,4,24,395,Plate1,C-1,NA,c2,C-1,C-2,D24
Plate 1,Label2,5,1,565,Plate1,C-1,NA,c2,C-1,C-2,E01
Plate 1,Label2,5,2,565,Plate1,O-78,2.375e-07,c2,C-1,C-2,E02
Plate 1,Label2,5,3,495,Plate1,O-78,4.75e-07,c2,C-1,C-2,E03
Plate 1,Label2,5,4,570,Plate1,O-78,7.125e-07,c2,C-1,C-2,E04
Plate 1,Label2,5,5,590,Plate1,O-78,1.425e-06,c2,C-1,C-2,E05
Plate 1,Label2,5,6,560,Plate1,O-78,2.613e-06,c2,C-1,C-2,E06
Plate 1,Label2,5,7,715,Plate1,O-78,4.513e-06,c2,C-1,C-2,E07
Plate 1,Label2,5,8,655,Plate1,O-78,8.075e-06,c2,C-1,C-2,E08
Plate 1,Label2,5,9,540,Plate1,O-78,1.473e-05,c2,C-1,C-2,E09
Plate 1,Label2,5,10,495,Plate1,O-78,2.684e-05,c2,C-1,C-2,E10
Plate 1,Label2,5,11,620,Plate1,O-78,4.869e-05,c2,C-1,C-2,E11
Plate 1,Label2,5,12,470,Plate1,C-1,NA,c2,C-1,C-2,E12
Plate 1,Label2,5,13,565,Plate1,O-78,2.375e-07,c2,C-1,C-2,E13
Plate 1,Label2,5,14,635,Plate1,O-78,4.75e-07,c2,C-1,C-2,E14
Plate 1,Label2,5,15,510,Plate1,O-78,7.125e-07,c2,C-1,C-2,E15
Plate 1,Label2,5,16,420,Plate1,O-78,1.425e-06,c2,C-1,C-2,E16
Plate 1,Label2,5,17,470,Plate1,O-78,2.613e-06,c2,C-1,C-2,E17
Plate 1,Label2,5,18,480,Plate1,O-78,4.513e-06,c2,C-1,C-2,E18
Plate 1,Label2,5,19,585,Plate1,O-78,8.075e-06,c2,C-1,C-2,E19
Plate 1,Label2,5,20,670,Plate1,O-78,1.473e-05,c2,C-1,C-2,E20
Plate 1,Label2,5,21,485,Plate1,O-78,2.684e-05,c2,C-1,C-2,E21
Plate 1,Label2,5,22,560,Plate1,O-78,4.869e-05,c2,C-1,C-2,E22
Plate 1,Label2,5,23,430,Plate1,C-1,NA,c2,C-1,C-2,E23
Plate 1,Label2,5,24,515,Plate1,C-1,NA,c2,C-1,C-2,E24
Plate 1,Label2,6,1,555,Plate1,C-1,NA,c2,C-1,C-2,F01
Plate 1,Label2,6,2,540,Plate1,O-94,2.375e-07,c2,C-1,C-2,F02
Plate 1,Label2,6,3,505,Plate1,O-94,4.75e-07,c2,C-1,C-2,F03
Plate 1,Label2,6,4,535,Plate1,O-94,7.125e-07,c2,C-1,C-2,F04
Plate 1,Label2,6,5,485,Plate1,O-94,1.425e-06,c2,C-1,C-2,F05
Plate 1,Label2,6,6,550,Plate1,O-94,2.613e-06,c2,C-1,C-2,F06
Plate 1,Label2,6,7,570,Plate1,O-94,4.513e-06,c2,C-1,C-2,F07
Plate 1,Label2,6,8,690,Plate1,O-94,8.075e-06,c2,C-1,C-2,F08
Plate 1,Label2,6,9,465,Plate1,O-94,1.473e-05,c2,C-1,C-2,F09
Plate 1,Label2,6,10,570,Plate1,O-94,2.684e-05,c2,C-1,C-2,F10
Plate 1,Label2,6,11,475,Plate1,O-94,4.869e-05,c2,C-1,C-2,F11
Plate 1,Label2,6,12,410,Plate1,C-1,NA,c2,C-1,C-2,F12
Plate 1,Label2,6,13,505,Plate1,O-94,2.375e-07,c2,C-1,C-2,F13
Plate 1,Label2,6,14,515,Plate1,O-94,4.75e-07,c2,C-1,C-2,F14
Plate 1,Label2,6,15,645,Plate1,O-94,7.125e-07,c2,C-1,C-2,F15
Plate 1,Label2,6,16,590,Plate1,O-94,1.425e-06,c2,C-1,C-2,F16
Plate 1,Label2,6,17,695,Plate1,O-94,2.613e-06,c2,C-1,C-2,F17
Plate 1,Label2,6,18,590,Plate1,O-94,4.513e-06,c2,C-1,C-2,F18
Plate 1,Label2,6,19,625,Plate1,O-94,8.075e-06,c2,C-1,C-2,F19
Plate 1,Label2,6,20,420,Plate1,O-94,1.473e-05,c2,C-1,C-2,F20
Plate 1,Label2,6,21,535,Plate1,O-94,2.684e-05,c2,C-1,C-2,F21
Plate 1,Label2,6,22,665,Plate1,O-94,4.869e-05,c2,C-1,C-2,F22
Plate 1,Label2,6,23,510,Plate1,C-1,NA,c2,C-1,C-2,F23
Plate 1,Label2,6,24,485,Plate1,C-1,NA,c2,C-1,C-2,F24
Plate 1,Label2,7,1,570,Plate1,C-1,NA,c2,C-1,C-2,G01
Plate 1,Label2,7,2,600,Plate1,O-09,2.375e-07,c2,C-1,C-2,G02
Plate 1,Label2,7,3,500,Plate1,O-09,4.75e-07,c2,C-1,C-2,G03
Plate 1,Label2,7,4,600,Plate1,O-09,7.125e-07,c2,C-1,C-2,G04
Plate 1,Label2,7,5,660,Plate1,O-09,1.425e-06,c2,C-1,C-2,G05
Plate 1,Label2,7,6,570,Plate1,O-09,2.613e-06,c2,C-1,C-2,G06
Plate 1,Label2,7,7,615,Plate1,O-09,4.513e-06,c2,C-1,C-2,G07
Plate 1,Label2,7,8,650,Plate1,O-09,8.075e-06,c2,C-1,C-2,G08
Plate 1,Label2,7,9,535,Plate1,O-09,1.473e-05,c2,C-1,C-2,G09
Plate 1,Label2,7,10,665,Plate1,O-09,2.684e-05,c2,C-1,C-2,G10
Plate 1,Label2,7,11,915,Plate1,O-09,4.869e-05,c2,C-1,C-2,G11
Plate 1,Label2,7,13,450,Plate1,O-09,2.375e-07,c2,C-1,C-2,G13
Plate 1,Label2,7,14,560,Plate1,O-09,4.75e-07,c2,C-1,C-2,G14
Plate 1,Label2,7,15,490,Plate1,O-09,7.125e-07,c2,C-1,C-2,G15
Plate 1,Label2,7,16,520,Plate1,O-09,1.425e-06,c2,C-1,C-2,G16
Plate 1,Label2,7,17,480,Plate1,O-09,2.613e-06,c2,C-1,C-2,G17
Plate 1,Label2,7,18,725,Plate1,O-09,4.513e-06,c2,C-1,C-2,G18
Plate 1,Label2,7,19,585,Plate1,O-09,8.075e-06,c2,C-1,C-2,G19
Plate 1,Label2,7,20,730,Plate1,O-09,1.473e-05,c2,C-1,C-2,G20
Plate 1,Label2,7,21,615,Plate1,O-09,2.684e-05,c2,C-1,C-2,G21
Plate 1,Label2,7,22,695,Plate1,O-09,4.869e-05,c2,C-1,C-2,G22
Plate 1,Label2,7,23,415,Plate1,C-1,NA,c2,C-1,C-2,G23
Plate 1,Label2,7,24,460,Plate1,C-1,NA,c2,C-1,C-2,G24
Plate 1,Label2,8,1,310,Plate1,C-1,NA,c2,C-1,C-2,H01
Plate 1,Label2,8,2,545,Plate1,O-22,2.375e-07,c2,C-1,C-2,H02
Plate 1,Label2,8,3,640,Plate1,O-22,4.75e-07,c2,C-1,C-2,H03
Plate 1,Label2,8,4,445,Plate1,O-22,7.125e-07,c2,C-1,C-2,H04
Plate 1,Label2,8,5,620,Plate1,O-22,1.425e-06,c2,C-1,C-2,H05
Plate 1,Label2,8,6,615,Plate1,O-22,2.613e-06,c2,C-1,C-2,H06
Plate 1,Label2,8,7,475,Plate1,O-22,4.513e-06,c2,C-1,C-2,H07
Plate 1,Label2,8,8,520,Plate1,O-22,8.075e-06,c2,C-1,C-2,H08
Plate 1,Label2,8,9,570,Plate1,O-22,1.473e-05,c2,C-1,C-2,H09
Plate 1,Label2,8,10,670,Plate1,O-22,2.684e-05,c2,C-1,C-2,H10
Plate 1,Label2,8,11,725,Plate1,O-22,4.869e-05,c2,C-1,C-2,H11
Plate 1,Label2,8,12,390,Plate1,C-1,NA,c2,C-1,C-2,H12
Plate 1,Label2,8,13,445,Plate1,O-22,2.375e-07,c2,C-1,C-2,H13
Plate 1,Label2,8,14,470,Plate1,O-22,4.75e-07,c2,C-1,C-2,H14
Plate 1,Label2,8,15,440,Plate1,O-22,7.125e-07,c2,C-1,C-2,H15
Plate 1,Label2,8,16,495,Plate1,O-22,1.425e-06,c2,C-1,C-2,H16
Plate 1,Label2,8,17,510,Plate1,O-22,2.613e-06,c2,C-1,C-2,H17
Plate 1,Label2,8,18,615,Plate1,O-22,4.513e-06,c2,C-1,C-2,H18
Plate 1,Label2,8,19,630,Plate1,O-22,8.075e-06,c2,C-1,C-2,H19
Plate 1,Label2,8,20,525,Plate1,O-22,1.473e-05,c2,C-1,C-2,H20
Plate 1,Label2,8,21,530,Plate1,O-22,2.684e-05,c2,C-1,C-2,H21
Plate 1,Label2,8,22,720,Plate1,O-22,4.869e-05,c2,C-1,C-2,H22
Plate 1,Label2,8,23,410,Plate1,C-1,NA,c2,C-1,C-2,H23
Plate 1,Label2,8,24,400,Plate1,C-1,NA,c2,C-1,C-2,H24
Plate 1,Label2,9,1,520,Plate1,C-1,NA,c2,C-1,C-2,I01
Plate 1,Label2,9,2,670,Plate1,O-46,2.375e-07,c2,C-1,C-2,I02
Plate 1,Label2,9,3,610,Plate1,O-46,4.75e-07,c2,C-1,C-2,I03
Plate 1,Label2,9,4,485,Plate1,O-46,7.125e-07,c2,C-1,C-2,I04
Plate 1,Label2,9,5,425,Plate1,O-46,1.425e-06,c2,C-1,C-2,I05
Plate 1,Label2,9,6,580,Plate1,O-46,2.613e-06,c2,C-1,C-2,I06
Plate 1,Label2,9,7,595,Plate1,O-46,4.513e-06,c2,C-1,C-2,I07
Plate 1,Label2,9,8,705,Plate1,O-46,8.075e-06,c2,C-1,C-2,I08
Plate 1,Label2,9,9,685,Plate1,O-46,1.473e-05,c2,C-1,C-2,I09
Plate 1,Label2,9,10,715,Plate1,O-46,2.684e-05,c2,C-1,C-2,I10
Plate 1,Label2,9,11,745,Plate1,O-46,4.869e-05,c2,C-1,C-2,I11
Plate 1,Label2,9,12,500,Plate1,C-1,NA,c2,C-1,C-2,I12
Plate 1,Label2,9,13,570,Plate1,O-46,2.375e-07,c2,C-1,C-2,I13
Plate 1,Label2,9,14,415,Plate1,O-46,4.75e-07,c2,C-1,C-2,I14
Plate 1,Label2,9,15,420,Plate1,O-46,7.125e-07,c2,C-1,C-2,I15
Plate 1,Label2,9,16,515,Plate1,O-46,1.425e-06,c2,C-1,C-2,I16
Plate 1,Label2,9,17,585,Plate1,O-46,2.613e-06,c2,C-1,C-2,I17
Plate 1,Label2,9,18,550,Plate1,O-46,4.513e-06,c2,C-1,C-2,I18
Plate 1,Label2,9,19,455,Plate1,O-46,8.075e-06,c2,C-1,C-2,I19
Plate 1,Label2,9,20,520,Plate1,O-46,1.473e-05,c2,C-1,C-2,I20
Plate 1,Label2,9,21,540,Plate1,O-46,2.684e-05,c2,C-1,C-2,I21
Plate 1,Label2,9,22,650,Plate1,O-46,4.869e-05,c2,C-1,C-2,I22
Plate 1,Label2,9,23,530,Plate1,C-1,NA,c2,C-1,C-2,I23
Plate 1,Label2,9,24,345,Plate1,C-1,NA,c2,C-1,C-2,I24
Plate 1,Label2,10,1,400,Plate1,C-1,NA,c2,C-1,C-2,J01
Plate 1,Label2,10,2,570,Plate1,O-97,2.375e-07,c2,C-1,C-2,J02
Plate 1,Label2,10,3,490,Plate1,O-97,4.75e-07,c2,C-1,C-2,J03
Plate 1,Label2,10,4,405,Plate1,O-97,7.125e-07,c2,C-1,C-2,J04
Plate 1,Label2,10,5,600,Plate1,O-97,1.425e-06,c2,C-1,C-2,J05
Plate 1,Label2,10,6,510,Plate1,O-97,2.613e-06,c2,C-1,C-2,J06
Plate 1,Label2,10,7,790,Plate1,O-97,4.513e-06,c2,C-1,C-2,J07
Plate 1,Label2,10,8,570,Plate1,O-97,8.075e-06,c2,C-1,C-2,J08
Plate 1,Label2,10,9,635,Plate1,O-97,1.473e-05,c2,C-1,C-2,J09
Plate 1,Label2,10,10,740,Plate1,O-97,2.684e-05,c2,C-1,C-2,J10
Plate 1,Label2,10,11,580,Plate1,O-97,4.869e-05,c2,C-1,C-2,J11
Plate 1,Label2,10,12,565,Plate1,C-1,NA,c2,C-1,C-2,J12
Plate 1,Label2,10,13,390,Plate1,O-97,2.375e-07,c2,C-1,C-2,J13
Plate 1,Label2,10,14,510,Plate1,O-97,4.75e-07,c2,C-1,C-2,J14
Plate 1,Label2,10,15,570,Plate1,O-97,7.125e-07,c2,C-1,C-2,J15
Plate 1,Label2,10,16,620,Plate1,O-97,1.425e-06,c2,C-1,C-2,J16
Plate 1,Label2,10,17,410,Plate1,O-97,2.613e-06,c2,C-1,C-2,J17
Plate 1,Label2,10,18,700,Plate1,O-97,4.513e-06,c2,C-1,C-2,J18
